codeId		tcode		tablename					中文									英文														同义词	
DYHF5119		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:广东									Highways:CargoTurnover:AccumulatedFrom:Guangdong														公路:货物周转量:自年初:累计:广东	
DYHF5120		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:广西									Highways:CargoTurnover:AccumulatedFrom:Guangxi														公路:货物周转量:自年初:累计:广西	
DYHF5121		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:海南									Highways:CargoTurnover:AccumulatedFrom:Hainan														公路:货物周转量:自年初:累计:海南	
DYHF5122		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:重庆									Highways:CargoTurnover:AccumulatedFrom:Chongqing														公路:货物周转量:自年初:累计:重庆	
DYHF5123		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:四川									Highways:CargoTurnover:AccumulatedFrom:Sichuan														公路:货物周转量:自年初:累计:四川	
DYHF5124		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:贵州									Highways:CargoTurnover:AccumulatedFrom:Guizhou														公路:货物周转量:自年初:累计:贵州	
DYHF5125		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:云南									Highways:CargoTurnover:AccumulatedFrom:Yunnan														公路:货物周转量:自年初:累计:云南	
DYHF5126		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:西藏									Highways:CargoTurnover:AccumulatedFrom:Tibet														公路:货物周转量:自年初:累计:西藏	
DYHF5127		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:陕西									Highways:CargoTurnover:AccumulatedFrom:Shaanxi														公路:货物周转量:自年初:累计:陕西	
DYHF5128		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:甘肃									Highways:CargoTurnover:AccumulatedFrom:Gansu														公路:货物周转量:自年初:累计:甘肃	
DYHF5129		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:青海									Highways:CargoTurnover:AccumulatedFrom:Qinghai														公路:货物周转量:自年初:累计:青海	
DYHF5130		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:宁夏									Highways:CargoTurnover:AccumulatedFrom:Ningxia														公路:货物周转量:自年初:累计:宁夏	
DYHF5131		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:新疆									Highways:CargoTurnover:AccumulatedFrom:Xinjiang														公路:货物周转量:自年初:累计:新疆	
DYHF5132		DYH005		公路货物运输量					公路:货物周转量:自年初:累计:不分地区									Highways:CargoTurnover:AccumulatedFrom:RegardlessOfRegion														公路:货物周转量:自年初:累计:不分地区	
DYHF5133		DYH005		公路货物运输量					公路:货物周转量:当月:完成:总计									Highways:CargoTurnover:MonthCompletion:Total														公路:货物周转量:当月:完成:总计	
DYHF5134		DYH005		公路货物运输量					公路:货物周转量:当月:完成:北京									Highways:CargoTurnover:MonthCompletion:Beijing														公路:货物周转量:当月:完成:北京	
DYHF5135		DYH005		公路货物运输量					公路:货物周转量:当月:完成:天津									Highways:CargoTurnover:MonthCompletion:Tianjin														公路:货物周转量:当月:完成:天津	
DYHF5136		DYH005		公路货物运输量					公路:货物周转量:当月:完成:河北									Highways:CargoTurnover:MonthCompletion:Hebei														公路:货物周转量:当月:完成:河北	
DYHF5137		DYH005		公路货物运输量					公路:货物周转量:当月:完成:山西									Highways:CargoTurnover:MonthCompletion:Shanxi														公路:货物周转量:当月:完成:山西	
DYHF5138		DYH005		公路货物运输量					公路:货物周转量:当月:完成:内蒙古									Highways:CargoTurnover:CurrentFinish:InnerMongolia														公路:货物周转量:当月:完成:内蒙古	
DYHF5139		DYH005		公路货物运输量					公路:货物周转量:当月:完成:辽宁									Highways:CargoTurnover:MonthCompletion:Liaoning														公路:货物周转量:当月:完成:辽宁	
DYHF5140		DYH005		公路货物运输量					公路:货物周转量:当月:完成:吉林									Highways:CargoTurnover:MonthCompletion:Jilin														公路:货物周转量:当月:完成:吉林	
DYHF5141		DYH005		公路货物运输量					公路:货物周转量:当月:完成:黑龙江									Highways:CargoTurnover:MonthCompletion:Heilongjiang														公路:货物周转量:当月:完成:黑龙江	
DYHF5142		DYH005		公路货物运输量					公路:货物周转量:当月:完成:上海									Highways:CargoTurnover:CurrentCompletion:Shanghai														公路:货物周转量:当月:完成:上海	
DYHF5143		DYH005		公路货物运输量					公路:货物周转量:当月:完成:江苏									Highways:CargoTurnover:MonthCompletion:Jiangsu														公路:货物周转量:当月:完成:江苏	
DYHF5144		DYH005		公路货物运输量					公路:货物周转量:当月:完成:浙江									Highways:CargoTurnover:MonthCompletion:Zhejiang														公路:货物周转量:当月:完成:浙江	
DYHF5145		DYH005		公路货物运输量					公路:货物周转量:当月:完成:安徽									Highways:CargoTurnover:MonthCompletion:Anhui														公路:货物周转量:当月:完成:安徽	
DYHF5146		DYH005		公路货物运输量					公路:货物周转量:当月:完成:福建									Highways:CargoTurnover:MonthCompletion:Fujian														公路:货物周转量:当月:完成:福建	
DYHF5147		DYH005		公路货物运输量					公路:货物周转量:当月:完成:江西									Highways:CargoTurnover:MonthCompletion:Jiangxi														公路:货物周转量:当月:完成:江西	
DYHF5148		DYH005		公路货物运输量					公路:货物周转量:当月:完成:山东									Highways:CargoTurnover:MonthCompletion:Shandong														公路:货物周转量:当月:完成:山东	
DYHF5149		DYH005		公路货物运输量					公路:货物周转量:当月:完成:河南									Highways:CargoTurnover:MonthCompletion:Henan														公路:货物周转量:当月:完成:河南	
DYHF5150		DYH005		公路货物运输量					公路:货物周转量:当月:完成:湖北									Highways:CargoTurnover:MonthCompletion:Hubei														公路:货物周转量:当月:完成:湖北	
DYHF5151		DYH005		公路货物运输量					公路:货物周转量:当月:完成:湖南									Highways:CargoTurnover:MonthCompletion:Hunan														公路:货物周转量:当月:完成:湖南	
DYHF5152		DYH005		公路货物运输量					公路:货物周转量:当月:完成:广东									Highways:CargoTurnover:MonthCompletion:Guangdong														公路:货物周转量:当月:完成:广东	
DYHF5153		DYH005		公路货物运输量					公路:货物周转量:当月:完成:广西									Highways:CargoTurnover:MonthCompletion:Guangxi														公路:货物周转量:当月:完成:广西	
DYHF5154		DYH005		公路货物运输量					公路:货物周转量:当月:完成:海南									Highways:CargoTurnover:MonthCompletion:Hainan														公路:货物周转量:当月:完成:海南	
DYHF5155		DYH005		公路货物运输量					公路:货物周转量:当月:完成:重庆									Highways:CargoTurnover:MonthCompletion:Chongqing														公路:货物周转量:当月:完成:重庆	
DYHF5156		DYH005		公路货物运输量					公路:货物周转量:当月:完成:四川									Highways:CargoTurnover:MonthCompletion:Sichuan														公路:货物周转量:当月:完成:四川	
DYHF5157		DYH005		公路货物运输量					公路:货物周转量:当月:完成:贵州									Highways:CargoTurnover:MonthCompletion:Guizhou														公路:货物周转量:当月:完成:贵州	
DYHF5158		DYH005		公路货物运输量					公路:货物周转量:当月:完成:云南									Highways:CargoTurnover:MonthCompletion:Yunnan														公路:货物周转量:当月:完成:云南	
DYHF5159		DYH005		公路货物运输量					公路:货物周转量:当月:完成:西藏									Highways:CargoTurnover:MonthCompletion:Tibet														公路:货物周转量:当月:完成:西藏	
DYHF5160		DYH005		公路货物运输量					公路:货物周转量:当月:完成:陕西									Highways:CargoTurnover:MonthCompletion:Shaanxi														公路:货物周转量:当月:完成:陕西	
DYHF5161		DYH005		公路货物运输量					公路:货物周转量:当月:完成:甘肃									Highways:CargoTurnover:FinishTheMonth:Gansu														公路:货物周转量:当月:完成:甘肃	
DYHF5162		DYH005		公路货物运输量					公路:货物周转量:当月:完成:青海									Highways:CargoTurnover:MonthCompletion:Qinghai														公路:货物周转量:当月:完成:青海	
DYHF5163		DYH005		公路货物运输量					公路:货物周转量:当月:完成:宁夏									Highways:CargoTurnover:MonthCompletion:Ningxia														公路:货物周转量:当月:完成:宁夏	
DYHF5164		DYH005		公路货物运输量					公路:货物周转量:当月:完成:新疆									Highways:CargoTurnover:MonthCompletion:Xinjiang														公路:货物周转量:当月:完成:新疆	
DYHF5165		DYH005		公路货物运输量					公路:货物周转量:当月:完成:不分地区									Highways:CargoTurnover:MonthCompletion:RegardlessOfRegion														公路:货物周转量:当月:完成:不分地区	
DYHF5166		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:总计									Highways:CargoTurnover:CumulativePriorYear:Total														公路:货物周转量:累计为去年:同期:总计	
DYHF5167		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:北京									Highways:CargoTurnover:CumulativePriorYear:Beijing														公路:货物周转量:累计为去年:同期:北京	
DYHF5168		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:天津									Highways:CargoTurnover:CumulativePriorYear:Tianjin														公路:货物周转量:累计为去年:同期:天津	
DYHF5169		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:河北									Highways:CargoTurnover:CumulativePriorYear:Hebei														公路:货物周转量:累计为去年:同期:河北	
DYHF5170		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:山西									Highways:CargoTurnover:AccumulatedLastYear:Shanxi														公路:货物周转量:累计为去年:同期:山西	
DYHF5171		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:内蒙古									Highways:CargoTurnover:CumulativePriorYear:Mongolia														公路:货物周转量:累计为去年:同期:内蒙古	
DYHF5172		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:辽宁									Highways:CargoTurnover:CumulativePriorYear:Liaoning														公路:货物周转量:累计为去年:同期:辽宁	
DYHF5173		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:吉林									Highways:CargoTurnover:CumulativePriorYear:Jilin														公路:货物周转量:累计为去年:同期:吉林	
DYHF5174		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:黑龙江									Highways:CargoTurnover:CumulativePriorYear:Heilongjiang														公路:货物周转量:累计为去年:同期:黑龙江	
DYHF5175		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:上海									Highways:CargoTurnover:CumulativePriorYear:Shanghai														公路:货物周转量:累计为去年:同期:上海	
DYHF5176		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:江苏									Highways:CargoTurnover:CumulativePriorYear:Jiangsu														公路:货物周转量:累计为去年:同期:江苏	
DYHF5177		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:浙江									Highways:CargoTurnover:CumulativePriorYear:Zhejiang														公路:货物周转量:累计为去年:同期:浙江	
DYHF5178		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:安徽									Highways:CargoTurnover:CumulativePriorYear:Anhui														公路:货物周转量:累计为去年:同期:安徽	
DYHF5179		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:福建									Highways:CargoTurnover:CumulativePriorYear:Fujian														公路:货物周转量:累计为去年:同期:福建	
DYHF5180		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:江西									Highways:CargoTurnover:CumulativePriorYear:Jiangxi														公路:货物周转量:累计为去年:同期:江西	
DYHF5181		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:山东									Highways:CargoTurnover:CumulativePriorYear:Shandong														公路:货物周转量:累计为去年:同期:山东	
DYHF5182		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:河南									Highways:CargoTurnover:CumulativePriorYear:Henan														公路:货物周转量:累计为去年:同期:河南	
DYHF5183		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:湖北									Highways:CargoTurnover:CumulativePriorYear:Hubei														公路:货物周转量:累计为去年:同期:湖北	
DYHF5184		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:湖南									Highways:CargoTurnover:AccumulatedLastYear:Hunan														公路:货物周转量:累计为去年:同期:湖南	
DYHF5185		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:广东									Highways:CargoTurnover:CumulativePriorYear:Guangdong														公路:货物周转量:累计为去年:同期:广东	
DYHF5186		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:广西									Highways:CargoTurnover:CumulativePriorYear:Guangxi														公路:货物周转量:累计为去年:同期:广西	
DYHF5187		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:海南									Highways:CargoTurnover:CumulativePriorYear:Hainan														公路:货物周转量:累计为去年:同期:海南	
DYHF5188		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:重庆									Highways:CargoTurnover:CumulativePriorYear:Chongqing														公路:货物周转量:累计为去年:同期:重庆	
DYHF5189		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:四川									Highways:CargoTurnover:CumulativePriorYear:Sichuan														公路:货物周转量:累计为去年:同期:四川	
DYHF5190		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:贵州									Highways:CargoTurnover:CumulativePriorYear:Guizhou														公路:货物周转量:累计为去年:同期:贵州	
DYHF5191		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:云南									Highways:CargoTurnover:CumulativePriorYear:Yunnan														公路:货物周转量:累计为去年:同期:云南	
DYHF5192		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:西藏									Highways:CargoTurnover:CumulativePriorYear:Tibet														公路:货物周转量:累计为去年:同期:西藏	
DYHF5193		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:陕西									Highways:CargoTurnover:CumulativePriorYear:Shaanxi														公路:货物周转量:累计为去年:同期:陕西	
DYHF5194		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:甘肃									Highways:CargoTurnover:AccumulatedLastYear:Gansu														公路:货物周转量:累计为去年:同期:甘肃	
DYHF5195		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:青海									Highways:CargoTurnover:CumulativePriorYear:Qinghai														公路:货物周转量:累计为去年:同期:青海	
DYHF5196		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:宁夏									Highways:CargoTurnover:CumulativePriorYear:Ningxia														公路:货物周转量:累计为去年:同期:宁夏	
DYHF5197		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:新疆									Highways:CargoTurnover:CumulativePriorYear:Xinjiang														公路:货物周转量:累计为去年:同期:新疆	
DYHF5198		DYH005		公路货物运输量					公路:货物周转量:累计为去年:同期:不分地区									Highways:CargoTurnover:CumulativePriorYear:RegardlessOfRegion														公路:货物周转量:累计为去年:同期:不分地区	
DYH006		DYH006		公路旅客运输量					公路旅客运输量									HighwayPassengerTransport														公路旅客运输量	
DYHP6001		DYH006		公路旅客运输量					公路:客运量:自年初:累计:总计									Highway:PassengerCapacity:AccumulatedFrom:Total														公路:客运量:自年初:累计:总计	
DYHP6002		DYH006		公路旅客运输量					公路:客运量:自年初:累计:北京									Highway:PassengerCapacity:AccumulatedFrom:Beijing														公路:客运量:自年初:累计:北京	
DYHP6003		DYH006		公路旅客运输量					公路:客运量:自年初:累计:天津									Highway:PassengerCapacity:AccumulatedFrom:Tianjin														公路:客运量:自年初:累计:天津	
DYHP6004		DYH006		公路旅客运输量					公路:客运量:自年初:累计:河北									Highway:PassengerCapacity:AccumulatedFrom:Hebei														公路:客运量:自年初:累计:河北	
DYHP6005		DYH006		公路旅客运输量					公路:客运量:自年初:累计:山西									Highway:PassengerCapacity:AccumulatedFrom:Shanxi														公路:客运量:自年初:累计:山西	
DYHP6006		DYH006		公路旅客运输量					公路:客运量:自年初:累计:内蒙古									Highway:PassengerCapacity:AccumulatedFrom:InnerMongolia														公路:客运量:自年初:累计:内蒙古	
DYHP6007		DYH006		公路旅客运输量					公路:客运量:自年初:累计:辽宁									Highway:PassengerCapacity:AccumulatedFrom:Liaoning														公路:客运量:自年初:累计:辽宁	
DYHP6008		DYH006		公路旅客运输量					公路:客运量:自年初:累计:吉林									Highway:PassengerCapacity:AccumulatedFrom:Jilin														公路:客运量:自年初:累计:吉林	
DYHP6009		DYH006		公路旅客运输量					公路:客运量:自年初:累计:黑龙江									Highway:PassengerCapacity:AccumulatedFrom:Heilongjiang														公路:客运量:自年初:累计:黑龙江	
DYHP6010		DYH006		公路旅客运输量					公路:客运量:自年初:累计:上海									Highway:PassengerCapacity:AccumulatedFrom:Shanghai														公路:客运量:自年初:累计:上海	
DYHP6011		DYH006		公路旅客运输量					公路:客运量:自年初:累计:江苏									Highway:PassengerCapacity:AccumulatedFrom:Jiangsu														公路:客运量:自年初:累计:江苏	
DYHP6012		DYH006		公路旅客运输量					公路:客运量:自年初:累计:浙江									Highway:PassengerCapacity:AccumulatedFrom:Zhejiang														公路:客运量:自年初:累计:浙江	
DYHP6013		DYH006		公路旅客运输量					公路:客运量:自年初:累计:安徽									Highway:PassengerCapacity:AccumulatedFrom:Anhui														公路:客运量:自年初:累计:安徽	
DYHP6014		DYH006		公路旅客运输量					公路:客运量:自年初:累计:福建									Highway:PassengerCapacity:AccumulatedFrom:Fujian														公路:客运量:自年初:累计:福建	
DYHP6015		DYH006		公路旅客运输量					公路:客运量:自年初:累计:江西									Highway:PassengerCapacity:AccumulatedFrom:Jiangxi														公路:客运量:自年初:累计:江西	
DYHP6016		DYH006		公路旅客运输量					公路:客运量:自年初:累计:山东									Highway:PassengerCapacity:AccumulatedFrom:Shandong														公路:客运量:自年初:累计:山东	
DYHP6017		DYH006		公路旅客运输量					公路:客运量:自年初:累计:河南									Highway:PassengerCapacity:AccumulatedFrom:Henan														公路:客运量:自年初:累计:河南	
DYHP6018		DYH006		公路旅客运输量					公路:客运量:自年初:累计:湖北									Highway:PassengerCapacity:AccumulatedFrom:Hubei														公路:客运量:自年初:累计:湖北	
DYHP6019		DYH006		公路旅客运输量					公路:客运量:自年初:累计:湖南									Highway:PassengerCapacity:AccumulatedFrom:Hunan														公路:客运量:自年初:累计:湖南	
DYHP6020		DYH006		公路旅客运输量					公路:客运量:自年初:累计:广东									Highway:PassengerCapacity:AccumulatedFrom:Guangdong														公路:客运量:自年初:累计:广东	
DYHP6021		DYH006		公路旅客运输量					公路:客运量:自年初:累计:广西									Highway:PassengerCapacity:AccumulatedFrom:Guangxi														公路:客运量:自年初:累计:广西	
DYHP6022		DYH006		公路旅客运输量					公路:客运量:自年初:累计:海南									Highway:PassengerCapacity:AccumulatedFrom:Hainan														公路:客运量:自年初:累计:海南	
DYHP6023		DYH006		公路旅客运输量					公路:客运量:自年初:累计:重庆									Highway:PassengerCapacity:AccumulatedFrom:Chongqing														公路:客运量:自年初:累计:重庆	
DYHP6024		DYH006		公路旅客运输量					公路:客运量:自年初:累计:四川									Highway:PassengerCapacity:AccumulatedFrom:Sichuan														公路:客运量:自年初:累计:四川	
DYHP6025		DYH006		公路旅客运输量					公路:客运量:自年初:累计:贵州									Highway:PassengerCapacity:AccumulatedFrom:Guizhou														公路:客运量:自年初:累计:贵州	
DYHP6026		DYH006		公路旅客运输量					公路:客运量:自年初:累计:云南									Highway:PassengerCapacity:AccumulatedFrom:Yunnan														公路:客运量:自年初:累计:云南	
DYHP6027		DYH006		公路旅客运输量					公路:客运量:自年初:累计:西藏									Highway:PassengerCapacity:AccumulatedFrom:Tibet														公路:客运量:自年初:累计:西藏	
DYHP6028		DYH006		公路旅客运输量					公路:客运量:自年初:累计:陕西									Highway:PassengerCapacity:AccumulatedFrom:Shaanxi														公路:客运量:自年初:累计:陕西	
DYHP6029		DYH006		公路旅客运输量					公路:客运量:自年初:累计:甘肃									Highway:PassengerCapacity:AccumulatedFrom:Gansu														公路:客运量:自年初:累计:甘肃	
DYHP6030		DYH006		公路旅客运输量					公路:客运量:自年初:累计:青海									Highway:PassengerCapacity:AccumulatedFrom:Qinghai														公路:客运量:自年初:累计:青海	
DYHP6031		DYH006		公路旅客运输量					公路:客运量:自年初:累计:宁夏									Highway:PassengerCapacity:AccumulatedFrom:Ningxia														公路:客运量:自年初:累计:宁夏	
DYHP6032		DYH006		公路旅客运输量					公路:客运量:自年初:累计:新疆									Highway:PassengerCapacity:AccumulatedFrom:Xinjiang														公路:客运量:自年初:累计:新疆	
DYHP6033		DYH006		公路旅客运输量					公路:客运量:自年初:累计:不分地区									Highway:PassengerCapacity:AccumulatedFrom:RegardlessOfRegion														公路:客运量:自年初:累计:不分地区	
DYHP6034		DYH006		公路旅客运输量					公路:客运量:当月:完成:总计									Highway:PassengerCapacity:MonthCompleted:Total														公路:客运量:当月:完成:总计	
DYHP6035		DYH006		公路旅客运输量					公路:客运量:当月:完成:北京									Highway:PassengerCapacity:MonthCompletion:Beijing														公路:客运量:当月:完成:北京	
DYHP6036		DYH006		公路旅客运输量					公路:客运量:当月:完成:天津									Highway:PassengerCapacity:MonthCompletion:Tianjin														公路:客运量:当月:完成:天津	
DYHP6037		DYH006		公路旅客运输量					公路:客运量:当月:完成:河北									Highway:PassengerCapacity:MonthCompletion:Hebei														公路:客运量:当月:完成:河北	
DYHP6038		DYH006		公路旅客运输量					公路:客运量:当月:完成:山西									Highway:PassengerCapacity:CompletionOfTheMonth:Shanxi														公路:客运量:当月:完成:山西	
DYHP6039		DYH006		公路旅客运输量					公路:客运量:当月:完成:内蒙古									Highway:PassengerCapacity:MonthlyFinish:InnerMongolia														公路:客运量:当月:完成:内蒙古	
DYHP6040		DYH006		公路旅客运输量					公路:客运量:当月:完成:辽宁									Highway:PassengerCapacity:MonthCompletion:Liaoning														公路:客运量:当月:完成:辽宁	
DYHP6041		DYH006		公路旅客运输量					公路:客运量:当月:完成:吉林									Highway:PassengerCapacity:MonthCompletion:Jilin														公路:客运量:当月:完成:吉林	
DYHP6042		DYH006		公路旅客运输量					公路:客运量:当月:完成:黑龙江									Highway:PassengerCapacity:MonthCompletion:Heilongjiang														公路:客运量:当月:完成:黑龙江	
DYHP6043		DYH006		公路旅客运输量					公路:客运量:当月:完成:上海									Highway:PassengerCapacity:MonthCompletion:Shanghai														公路:客运量:当月:完成:上海	
DYHP6044		DYH006		公路旅客运输量					公路:客运量:当月:完成:江苏									Highway:PassengerCapacity:MonthCompletion:Jiangsu														公路:客运量:当月:完成:江苏	
DYHP6045		DYH006		公路旅客运输量					公路:客运量:当月:完成:浙江									Highway:PassengerCapacity:MonthCompletion:Zhejiang														公路:客运量:当月:完成:浙江	
DYHP6046		DYH006		公路旅客运输量					公路:客运量:当月:完成:安徽									Highway:PassengerCapacity:MonthCompletion:Anhui														公路:客运量:当月:完成:安徽	
DYHP6047		DYH006		公路旅客运输量					公路:客运量:当月:完成:福建									Highway:PassengerCapacity:MonthCompletion:Fujian														公路:客运量:当月:完成:福建	
DYHP6048		DYH006		公路旅客运输量					公路:客运量:当月:完成:江西									Highway:PassengerCapacity:MonthCompletion:Jiangxi														公路:客运量:当月:完成:江西	
DYHP6049		DYH006		公路旅客运输量					公路:客运量:当月:完成:山东									Highway:PassengerCapacity:MonthCompletion:Shandong														公路:客运量:当月:完成:山东	
DYHP6050		DYH006		公路旅客运输量					公路:客运量:当月:完成:河南									Highway:PassengerCapacity:MonthCompletion:Henan														公路:客运量:当月:完成:河南	
DYHP6051		DYH006		公路旅客运输量					公路:客运量:当月:完成:湖北									Highway:PassengerCapacity:MonthCompletion:Hubei														公路:客运量:当月:完成:湖北	
DYHP6052		DYH006		公路旅客运输量					公路:客运量:当月:完成:湖南									Highway:PassengerCapacity:CompletionOfTheMonth:Hunan														公路:客运量:当月:完成:湖南	
DYHP6053		DYH006		公路旅客运输量					公路:客运量:当月:完成:广东									Highway:PassengerCapacity:MonthCompletion:Guangdong														公路:客运量:当月:完成:广东	
DYHP6054		DYH006		公路旅客运输量					公路:客运量:当月:完成:广西									Highway:PassengerCapacity:MonthCompletion:Guangxi														公路:客运量:当月:完成:广西	
DYHP6055		DYH006		公路旅客运输量					公路:客运量:当月:完成:海南									Highway:PassengerCapacity:MonthCompletion:Hainan														公路:客运量:当月:完成:海南	
DYHP6056		DYH006		公路旅客运输量					公路:客运量:当月:完成:重庆									Highway:PassengerCapacity:MonthCompletion:Chongqing														公路:客运量:当月:完成:重庆	
DYHP6057		DYH006		公路旅客运输量					公路:客运量:当月:完成:四川									Highway:PassengerCapacity:MonthCompletion:Sichuan														公路:客运量:当月:完成:四川	
DYHP6058		DYH006		公路旅客运输量					公路:客运量:当月:完成:贵州									Highway:PassengerCapacity:MonthCompletion:Guizhou														公路:客运量:当月:完成:贵州	
DYHP6059		DYH006		公路旅客运输量					公路:客运量:当月:完成:云南									Highway:PassengerCapacity:MonthCompletion:Yunnan														公路:客运量:当月:完成:云南	
DYHP6060		DYH006		公路旅客运输量					公路:客运量:当月:完成:西藏									Highway:PassengerCapacity:MonthCompletion:Tibet														公路:客运量:当月:完成:西藏	
DYHP6061		DYH006		公路旅客运输量					公路:客运量:当月:完成:陕西									Highway:PassengerCapacity:MonthCompletion:Shaanxi														公路:客运量:当月:完成:陕西	
DYHP6062		DYH006		公路旅客运输量					公路:客运量:当月:完成:甘肃									Highway:PassengerCapacity:CompletionOfTheMonth:Gansu														公路:客运量:当月:完成:甘肃	
DYHP6063		DYH006		公路旅客运输量					公路:客运量:当月:完成:青海									Highway:PassengerCapacity:MonthCompletion:Qinghai														公路:客运量:当月:完成:青海	
DYHP6064		DYH006		公路旅客运输量					公路:客运量:当月:完成:宁夏									Highway:PassengerCapacity:MonthCompletion:Ningxia														公路:客运量:当月:完成:宁夏	
DYHP6065		DYH006		公路旅客运输量					公路:客运量:当月:完成:新疆									Highway:PassengerCapacity:MonthCompletion:Xinjiang														公路:客运量:当月:完成:新疆	
DYHP6066		DYH006		公路旅客运输量					公路:客运量:当月:完成:不分地区									Highway:PassengerCapacity:MonthCompletion:RegardlessOfRegion														公路:客运量:当月:完成:不分地区	
DYHP6067		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:总计									Highway:PassengerCapacity:AccumulatedLastYear:Total														公路:客运量:累计为去年:同期:总计	
DYHP6068		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:北京									Highway:PassengerCapacity:AccumulatedLastYear:Beijing														公路:客运量:累计为去年:同期:北京	
DYHP6069		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:天津									Highway:PassengerCapacity:AccumulatedLastYear:Tianjin														公路:客运量:累计为去年:同期:天津	
DYHP6070		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:河北									Highway:PassengerCapacity:AccumulatedLastYear:Hebei														公路:客运量:累计为去年:同期:河北	
DYHP6071		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:山西									Highway:PassengerCapacity:AccumulatedLastYear:Shanxi														公路:客运量:累计为去年:同期:山西	
DYHP6072		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:内蒙古									Highway:PassengerCapacity:AccumulatedLastYear:Mongolia														公路:客运量:累计为去年:同期:内蒙古	
DYHP6073		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:辽宁									Highway:PassengerCapacity:AccumulatedLastYear:Liaoning														公路:客运量:累计为去年:同期:辽宁	
DYHP6074		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:吉林									Highway:PassengerCapacity:AccumulatedLastYear:Jilin														公路:客运量:累计为去年:同期:吉林	
DYHP6075		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:黑龙江									Highway:PassengerCapacity:AccumulatedLastYear:Heilongjiang														公路:客运量:累计为去年:同期:黑龙江	
DYHP6076		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:上海									Highway:PassengerCapacity:AccumulatedLastYear:Shanghai														公路:客运量:累计为去年:同期:上海	
DYHP6077		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:江苏									Highway:PassengerCapacity:AccumulatedLastYear:Jiangsu														公路:客运量:累计为去年:同期:江苏	
DYHP6078		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:浙江									Highway:PassengerCapacity:AccumulatedLastYear:Zhejiang														公路:客运量:累计为去年:同期:浙江	
DYHP6079		DYH006		公路旅客运输量					公路:客运量:累计为去年:同期:安徽									Highway:PassengerCapacity:AccumulatedLastYear:Anhui														公路:客运量:累计为去年:同期:安徽	
